smiles,order,ma_exact,ma_heur
[H]C1([H])C(=O)C([H])([H])C12C([H])([H])C([H])([H])C2([H])[H],2,4.0,8.17
[H][N-]C1OC([H])([H])C([H])([H])O1,1,4.0,6.08
[H]C([H])([H])[C@@]12[N@@H+]3C([H])([H])[C@]3([H])[C@]1([H])OC2([H])[H],1,6.0,9.67
[H]C([H])([H])[C@]1([H])C([H])([H])[C@@]2([H])O[C@]1([H])[C@@]2([H])C([H])([H])[H],1,5.0,8.32
[H]C(=O)N([H])[C@]1([H])C([H])([H])[N@H+](C([H])([H])[H])C1([H])[H],1,5.0,6.75
[H]OC1(C([H])([H])C([H])=O)C([H])([H])OC1([H])[H],1,5.0,6.5
[H]C1=C([H])C([H])([H])C(=O)C([H])([H])C([H])=C1[H],1,5.0,6.5
[H]C1([H])O[C@](C#N)(C([H])([H])[H])C1=O,1,6.0,6.2
[H]C(=O)[C@@]([H])(C#CC([H])([H])[H])C([H])([H])C([H])([H])[H],1,5.0,5.17
[H]C([H])([H])O[C@]12C([H])([H])C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],2,6.0,8.32
[H][N-][C+]([H])O[C@@]([H])(C#N)C([H])([H])N([H])[H],1,6.0,4.91
[H]OC([H])([H])C([H])([H])[C@]1([H])OC([H])([H])C1([H])[H],1,4.0,6.59
[H]N([H])/C(=N\C([H])([H])[H])C(=O)N([H])C([H])([H])[H],1,6.0,5.09
[H]OC([H])([H])[C@@]([H])(O[H])C([H])([H])C#N,1,4.0,4.81
[H]O[C@]([H])(C([H])([H])[H])[C@@]1([H])N([H])[C@@]1([H])C([H])=O,1,6.0,6.59
[H]C(=O)C1(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],1,4.0,6.59
[H]C1=C([H])[C@]([H])(C([H])([H])[H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])[H],1,5.0,6.96
[H][N-]C1N(C([H])([H])C([H])([H])[H])C([H])=NC1([H])[H],1,6.0,6.67
[H]C([H])([H])O[C@]([H])(C([H])([H])C#N)C([H])([H])C([H])([H])[H],1,5.0,5.25
[H]N1[C@]2([H])[C@@]1([H])C(=O)N1C([H])([H])[C@@]12[H],1,5.0,9.31
[H]ONC1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],1,5.0,6.67
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C#N,1,5.0,6.59
[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])O[C@]1([H])C2([H])[H],1,4.0,8.09
[H]c1oc([H])c(C([H])([H])[H])c1OC([H])([H])[H],2,5.0,6.5
[H][N-]C1O[C@@]2([H])C([H])([H])[C@@]12C#N,1,6.0,7.7
[H]O[C@@]([H])(C(=O)OC([H])([H])[H])C([H])([H])[H],1,4.0,4.91
[H]OC1(C([H])([H])C#CC([H])([H])[H])C([H])([H])C1([H])[H],1,6.0,6.67
[H]C([H])([H])OC([H])([H])[C@@]12C([H])([H])C([H])([H])[C@]1([H])C2([H])[H],1,6.0,8.32
[H]O[C@@]1([H])[C@@]2(C([H])([H])[H])C([H])=C([H])[C@]1([H])C2([H])[H],1,6.0,8.17
[H]C1=C([H])[C@@]2([H])[C@@]3([H])O[C@@]3([H])[C@@]2([H])C1([H])[H],1,6.0,9.5
[H]C#CC([H])([H])OC([H])([H])C([H])([H])C([H])([H])O[H],1,4.0,5.17
[H]OC([H])([H])c1c([H])c([H])nc([H])c1[H],2,6.0,6.41
[H]N1C(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])C([H])([H])C#N,1,5.0,6.67
[H]C1([H])C([H])([H])C12C([H])([H])[C@@]1([H])C([H])([H])[C@@]21[H],1,4.0,9.59
[H]O[C@]1([H])C([H])=C(C([H])([H])[H])C([H])([H])C1([H])[H],1,5.0,6.59
[H]N1C([H])([H])[C@@]12C([H])([H])[N@@H+]1C([H])([H])[C@]1([H])C2([H])[H],1,4.0,9.75
[H][N-]c1onn[n+]1C([H])([H])[H],2,6.0,5.96
[H]C(=O)C([H])([H])[C@@]1([H])[N@@H+](C([H])([H])[H])C1([H])[H],1,5.0,6.59
[H]O[C@]1([H])C2(C([H])([H])C2([H])[H])[C@]2([H])C([H])([H])[C@@]21[H],1,5.0,9.67
[H]C(=O)OC([H])([H])C(=O)C([H])=O,2,5.0,4.58
[H]OC([H])([H])c1nc([H])c(C([H])([H])[H])o1,1,6.0,6.41
[H]C(=O)C([H])([H])OC([H])([H])C([H])=O,2,3.0,4.7
[H]C#C[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])O[H],1,4.0,5.09
[H]OC([H])([H])[C@]1(C([H])([H])[H])N([H])[C@@]1([H])C#N,1,5.0,6.5
[H]C([H])([H])C1([H])OC(=O)C(=O)O1,2,5.0,6.08
[H]O[C@]([H])(C([H])([H])[H])C([H])([H])N(C([H])=O)C([H])([H])[H],1,6.0,5.25
[H]C1([H])C([H])([H])[C@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]12[H],1,3.0,8.25
[H][N-][C@H]1OC([H])([H])[C@]([H])(C([H])([H])[H])N([H])C1([H])[H],1,5.0,6.75
[H]OC([H])([H])[C@@]1([H])[C@]2([H])[N@H+]3C([H])([H])[C@]2([H])[C@]31[H],1,6.0,9.67
[H]O[C@]1([H])C([H])([H])[C@](C([H])=O)(C([H])([H])[H])C1([H])[H],1,5.0,6.67
[H]N([H])C(=O)C1(N([H])[H])C([H])([H])OC1([H])[H],2,6.0,6.5
[H]O[C@]1(C([H])([H])C#N)C([H])([H])[C@]1([H])O[H],1,5.0,6.41
[H]OC([H])([H])[C@@]([H])(OC(=O)N([H])[H])C([H])([H])[H],1,5.0,5.09
[H][N-]C1OC([H])=C(C([H])([H])[H])O1,1,5.0,6.2
[H]C([H])([H])[NH2+][C@@H]1OC([H])([H])C([H])([H])C([H])([H])C1([H])[H],1,5.0,6.96
[H]C([H])([H])[C@@]12[N@H+]3[C@]1([H])[C@]1([H])[C@@]3(C([H])([H])[H])[C@]21[H],1,5.0,11.17
[H]N1C([H])([H])[C@]1([H])C(=O)[C@]1([H])OC1([H])[H],1,6.0,7.91
[H]/N=C(\N=C(/[H])N([H])[H])C(=O)O[H],1,5.0,4.7
[H]N([H])[C@@]([H])(C#N)C1([H])C([H])([H])C([H])([H])C1([H])[H],1,5.0,6.67
[H]C1([H])C(=O)C([H])([H])[C@@]([H])(C#N)C1([H])[H],1,5.0,6.41
[H]C1([H])C(=O)[C@@](C#N)(C([H])([H])[H])C1([H])[H],1,5.0,6.41
[H]c1nc([H])c(N([H])[H])nc1[H],2,5.0,6.08
[H]C1([H])C(=O)[C@@]([H])(C([H])([H])[H])[C@@]2([H])C([H])([H])[C@@]12[H],1,4.0,8.17
[H]Oc1c([H])c(N([H])[H])n([H])c1N([H])[H],2,5.0,6.41
[H]C([H])([H])[C@@]12C([H])([H])[C@@]3([H])[C@]4([H])[N@@H+]([C@@]41[H])[C@]32[H],1,5.0,11.17
[H]O[C@@]([H])(C(=O)C([H])([H])C#N)C([H])([H])[H],1,5.0,4.91
[H][C+]1[NH2+][C@@]2([H])[C@H]([NH2+]C([H])([H])C2([H])[H])N1[H],1,4.0,8.32
[H]C1([H])[C@]2([H])[C@@]1([H])[C@]1([H])C([H])([H])[C@]21[H],4,3.0,9.31
[H]C1=NC([H])([H])[C@@]2([H])N([H])[C@@]2([H])C([H])([H])O1,1,6.0,8.0
[H]C(=O)[C@@]1([H])[NH2+][C+]([H])[N@H+]2C([H])([H])[C@]21[H],1,5.0,8.09
[H]O[C@@]1(C([H])([H])[H])C(=O)C([H])([H])C1([H])[H],1,5.0,6.41
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H],1,4.0,5.46
[H]O[C@@]([H])(C(=O)C(=O)N([H])[H])C([H])([H])[H],1,5.0,4.91
[H]N1[C@]2([H])[C@@]3([H])[N@H+](C([H])([H])C([H])([H])[H])[C@]2([H])[C@@]13[H],2,4.0,9.75
[H]C#C[C@]1([H])O[C@@]1(C([H])([H])[H])C([H])([H])O[H],2,5.0,6.5
[H]C(=O)N(C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])[H],1,6.0,5.25
[H]O[C@]([H])(C([H])([H])[H])[C@]([H])(C#N)N([H])[H],1,5.0,4.91
[H]C([H])([H])[N@H+]1[C@@]2([H])[C@]3([H])O[C@]3(C([H])([H])[H])[C@@]12[H],1,6.0,9.67
[H]O[C@@]12C([H])([H])[C@]1([H])C([H])([H])[C@]2([H])C([H])([H])[H],1,5.0,8.09
[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]12C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[H],1,4.0,8.46
[H]C([H])([H])C([H])(C([H])([H])[H])C12C([H])([H])[NH+](C1([H])[H])C2([H])[H],2,5.0,8.46
[H]C1=C(N([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C1=O,1,6.0,6.59
[H]C([H])([H])OC(=O)[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],1,5.0,5.32
[H]C#C[C@]1(C([H])([H])[H])O[C@@]1([H])C([H])=O,1,5.0,6.31
[H]C([H])([H])C(=O)[C@@]1([H])O[C@@]2([H])C([H])([H])[C@]21[H],1,5.0,8.0
[H][N-]C1OC([H])([H])[C@]1([H])N([H])C([H])([H])C([H])([H])[H],1,5.0,6.75
[H]O[C@@]12C([H])([H])[C@]1(O[H])[C@@]1([H])C([H])([H])[C@]12[H],1,4.0,9.5
[H]C(=O)c1nc([H])c([H])o1,2,6.0,5.82
[H]C#C[C@]1([H])[C@]2([H])OC([H])([H])[C@]12O[H],1,5.0,7.81
[H]OC([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])[H],1,5.0,5.09
[H]C#CC1(C([H])=O)C([H])([H])C([H])([H])C1([H])[H],2,5.0,6.5
[H]C1=C(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C(=O)N1[H],1,6.0,6.59
[H]C1=C([H])C2(OC1([H])[H])C([H])([H])C2([H])[H],2,6.0,7.91
[H]C(=O)N([H])[C@]1([H])C(=O)N([H])C1([H])[H],1,4.0,6.31
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[C@@]1([H])[NH+]1C([H])([H])C1([H])[H],1,6.0,8.46
[H]C([H])([H])[C@]1([H])[C@@]2([H])O[C@]1([H])C([H])([H])C2([H])[H],2,4.0,8.09
[H]O[C@]([H])(C([H])([H])C([H])([H])C([H])([H])[H])[C@]1([H])OC1([H])[H],1,5.0,6.82
[H]C([H])([H])O[C@@]1([H])C([H])([H])[C@]12OC([H])([H])C2([H])[H],1,5.0,8.17
[H]C#CC([H])([H])C(=O)C([H])([H])C#N,2,5.0,4.7
[H]C([H])([H])C([H])([H])C1=NC([H])([H])C([H])([H])O1,1,5.0,6.5
[H]C([H])([H])[C@]1([H])C([H])([H])[C@]1([H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],2,4.0,8.46
[H]c1c(C([H])([H])[H])oc(=O)n1[H],2,6.0,6.08
[H]C(=O)OC([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],1,5.0,5.32
[H]C(=O)C([H])([H])[C@]12C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],2,4.0,8.17
[H]N1C([H])([H])C(=O)C([H])([H])C([H])([H])C1([H])[H],1,4.0,6.5
[H]N([H])C(=O)C(=O)N([H])C([H])([H])C([H])([H])[H],1,5.0,5.0
[H]C([H])([H])OC([H])([H])[C@]([H])(C#N)OC([H])([H])[H],1,4.0,5.09
[H]O[C@@]1([H])C([H])=C([H])C([H])([H])[N@H+]2C([H])([H])[C@]21[H],1,6.0,8.17
[H]C([H])([H])O[C@]1([H])OC(=O)OC1([H])[H],1,5.0,6.31
[H]N([H])C(=O)C(OC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],1,6.0,5.25
[H]C#CC([H])([H])C([H])([H])/C(=N/O[H])C([H])([H])[H],1,5.0,5.09
[H]O[C@@]1([H])C([H])([H])C([H])([H])C12C([H])([H])C([H])([H])C2([H])[H],1,4.0,8.32
[H]OC([H])([H])C(=O)C([H])([H])[NH+]1C([H])([H])C1([H])[H],1,6.0,6.67
[H]C1=C([H])[C@]2([H])C([H])([H])[C@@]1([H])[C@@]2([H])C#N,2,6.0,7.91
[H]OC([H])([H])[C@@]1([H])OC([H])([H])C1=O,1,4.0,6.2
[H]O[C@@]12C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C2([H])[H],1,4.0,8.32
[H]C#CC([H])(C#C[H])C([H])=O,2,4.0,4.46
[H]N1C([H])([H])[C@]1([H])C(OC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],1,6.0,6.89
[H]C(=O)[C@@]12O[C@]1([H])C([H])([H])[C@]2([H])C([H])([H])[H],1,5.0,8.0
[H]C([H])([H])[C@@]1([H])O[C@@]2([H])[C@@]3([H])O[C@@]3([H])[C@]21[H],1,5.0,9.5
[H]C1([H])[C@@]2([H])[C@@]3([H])C(=O)O[C@]1([H])[C@]32[H],1,6.0,9.31
[H]C([H])([H])C#CC([H])([H])[C@]1([H])[N@H+](C([H])([H])[H])C1([H])[H],1,6.0,6.82
[H]C#C[C@]12OC([H])([H])[C@@]1(O[H])C2([H])[H],1,5.0,7.81
[H]C1([H])[C@@]2([H])[C@@]3([H])[N@@H+]4[C@]([H])([C@]32[H])[C@@]41[H],1,5.0,10.91
[H]C#C[C@@]1([H])OC12C([H])([H])C([H])([H])C2([H])[H],1,5.0,8.0
[H]N1[C@@]2([H])[C@]1([H])[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]21[H],1,5.0,9.75
[H]C([H])([H])C#C[C@]1([H])O[C@]([H])(C([H])([H])[H])C1([H])[H],1,5.0,6.67
[H]OC([H])([H])C([H])([H])C1([H])C([H])([H])C(=O)C1([H])[H],1,5.0,6.67
[H]C(=O)C(=O)C(=O)OC([H])([H])[H],1,5.0,4.58
[H]N1C([H])([H])[C@]1([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C#N,1,6.0,6.67
[H]OC([H])([H])C(C#N)(N([H])[H])C([H])([H])O[H],1,5.0,5.0
[H]N1C(=O)N([H])[C@@]([H])(C#N)C1([H])[H],1,5.0,6.2
[H]C(=O)[C@]1([H])[NH2+][C+]([H])OC1([H])[H],1,6.0,6.31
[H]O[C@]1(C([H])([H])[H])C([H])([H])C([H])=C([H])[C@@]1([H])O[H],1,5.0,6.67
[H]O[C@@]12C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])C2([H])[H],1,4.0,8.32
[H]C([H])([H])[C@@]12O[C@@]3([H])C([H])([H])[C@]1([H])[C@@]23[H],1,5.0,9.41
[H]N1[C@@]2([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])[C@@]12[H],1,6.0,8.09
[H]c1nnn(C([H])([H])C([H])([H])[H])n1,1,6.0,6.2
[H]N1C([H])([H])C([H])([H])C1(C#N)C#N,1,5.0,6.2
[H]C#CC(=O)OC([H])([H])C([H])([H])C([H])([H])[H],1,5.0,5.0
[H][N-]C1=NC([H])=NC(N([H])[H])O1,1,5.0,6.2
[H]OC([H])([H])[C@@]([H])(N(C([H])=O)C([H])([H])[H])C([H])([H])[H],1,6.0,5.25
[H]O[C@]1([H])[C@]2([H])OC([H])([H])[C@@]1([H])C2=O,1,5.0,7.81
[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C#CC([H])=O,2,6.0,5.0
[H]OC([H])([H])[C@]1([H])OC([H])([H])[C@]1([H])OC([H])([H])[H],1,4.0,6.67
[H]N1C(=O)C([H])([H])C(=O)C1([H])[H],2,5.0,6.08
[H]OC1(C([H])=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],1,5.0,6.67
[H]O[C@@]1([H])C([H])([H])C([H])=C(C#N)C1([H])[H],1,6.0,6.41
[H]C(=O)[C@@]1([H])O[C@@]1([H])[C@]1([H])N([H])C1([H])[H],1,6.0,7.91
[H]C#C[C@]12N([H])[C@@]1([H])[C@@]1([H])C([H])([H])[C@@]21[H],1,6.0,9.41
[H]O[C@]1([H])C([H])([H])C([H])([H])[C@]1([H])C(=O)C([H])([H])[H],1,5.0,6.67
[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],1,5.0,8.09
[H]C#C[C@]([H])(C([H])([H])C([H])([H])[H])[C@]1([H])OC1([H])[H],1,6.0,6.67
[H]C1([H])OC([H])([H])C2=C1C([H])([H])C([H])([H])C2([H])[H],2,5.0,8.17
[H]C1=C2C([H])([H])C([H])([H])[C@]2([H])[C@]2([H])N([H])[C@]12[H],1,7.0,9.59
[H]O[C@@]1([H])C([H])([H])OC([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],1,5.0,8.17
[H]C#C[C@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])O[H],1,5.0,5.32
[H]O[C@@]1([H])C([H])([H])[N@@H+]2[C@@]1([H])[C@]2([H])C([H])([H])C([H])([H])[H],1,5.0,8.32
[H]C([H])([H])C(=O)[C@@]12C([H])([H])O[C@]1([H])C2([H])[H],1,5.0,8.0
[H][N-]C1O[C@]([H])(C([H])([H])[H])[C@]1([H])C([H])([H])C([H])([H])[H],1,6.0,6.82
[H]N(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],1,6.0,5.25
[H]C1=C([H])C([H])([H])C([H])([H])C(=O)C1([H])[H],1,5.0,6.41
[H]C1=C([H])[C@@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C1=O,1,5.0,6.67
[H]c1c(C([H])([H])[H])noc1N([H])[H],2,6.0,6.2
[H]C#C[C@@]12O[C@]1([H])C([H])([H])OC2([H])[H],1,4.0,7.81
[H]C#CC([H])([H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])O[H],1,5.0,6.67
[H]OC([H])([H])C([H])([H])C([H])([H])C(=O)C([H])=O,1,5.0,5.0
[H]O[C@]12C([H])=C([H])[C@]([H])(C1([H])[H])[C@]2([H])C([H])([H])[H],1,6.0,8.17
[H]O[C@]1([H])C([H])([H])O[C@]1([H])C([H])([H])OC([H])([H])[H],1,4.0,6.67
[H]C1=C([H])[C@@](C([H])([H])[H])(C([H])([H])C([H])([H])[H])OC1([H])[H],1,6.0,6.82
[H]C(=O)C1=C([H])N([H])C([H])([H])C([H])([H])C1([H])[H],1,6.0,6.59
[H]N1C([H])([H])[C@]1([H])C1=NC([H])([H])C([H])([H])O1,1,5.0,8.0
[H]C1=C([H])[C@@]([H])(C([H])([H])[H])OC([H])([H])OC1([H])[H],1,5.0,6.67
[H]C1=C([H])[C@@]2([H])N([H])[C@@]2([H])C([H])=C([H])C1([H])[H],2,5.0,8.09
[H]C1([H])[C@@]2([H])C([H])([H])[C@]3([H])C([H])([H])[C@@]([H])(C3([H])[H])[C@@]12[H],1,4.0,9.82
[H]Oc1c(C([H])([H])O[H])nc([H])n1[H],2,7.0,6.31
[H]C#CC([H])([H])N(C([H])=O)C([H])([H])C([H])([H])[H],1,5.0,5.09
[H]c1c(C#N)c(C([H])([H])[H])n([H])c1[H],2,5.0,6.31
[H][N-]C1OC(C([H])([H])[H])(C([H])([H])[H])OC1([H])[H],1,5.0,6.67
[H]/C(=N\C([H])([H])[H])N([H])C(=O)N([H])C([H])([H])[H],1,5.0,5.09
[H]C([H])([H])C([H])([H])[C@]12C([H])([H])O[C@@]1([H])[C@@]2([H])C([H])([H])[H],1,5.0,8.32
[H]C#C[C@]([H])(C([H])([H])O[H])C([H])([H])C([H])([H])[H],1,4.0,5.09
[H]C(=O)N([H])C1(C([H])=O)C([H])([H])C1([H])[H],1,6.0,6.41
[H]C(=O)C([H])([H])[C@@]1(C([H])([H])C([H])([H])[H])OC1([H])[H],1,5.0,6.67
[H]c1oc(NC([H])([H])[H])[n+](C([H])([H])[H])c1[H],2,6.0,6.59
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])C#CC([H])([H])[H],2,5.0,5.17
[H]OC1(C([H])([H])OC([H])=O)C([H])([H])C1([H])[H],2,5.0,6.5
[H]O[C@@]1([H])C([H])([H])C(=O)N(C([H])([H])[H])C1([H])[H],1,6.0,6.59
[H]c1c(C([H])([H])[H])c(C([H])([H])[H])c([H])n1[H],4,4.0,6.5
[H]Oc1nnn([H])c1N([H])[H],2,6.0,5.96
[H]N1C([H])([H])[C@]12C([H])([H])[N@H+]1C([H])([H])[C@]12[H],1,4.0,9.5
[H][N-]C1=C([H])C([H])=NC(O[H])O1,1,6.0,6.2
[H]C#CC(=O)C1([H])C([H])([H])C([H])([H])C1([H])[H],2,5.0,6.5
[H]O[C@]([H])(C#CC([H])([H])[H])C([H])=O,1,5.0,4.7
[H]N1[C@]([H])([C@]([H])(C#N)C([H])([H])[H])[C@]1([H])C([H])([H])[H],1,6.0,6.67
[H]C([H])([H])[N@H+]1[C@@]2([H])[C@]3([H])O[C@@]2([H])C([H])([H])[C@]13[H],1,6.0,9.67
[H]C1([H])[N@@H+]2[C@@]1([H])C([H])([H])C([H])([H])[C@]2([H])C#N,1,6.0,8.09
[H]C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C12C([H])([H])C([H])([H])C2([H])[H],1,4.0,8.46
[H]ONC1C([H])([H])C([H])=C([H])C1([H])[H],1,5.0,6.5
[H][N-]C1OC([H])([H])[C@]2([H])[N@H+](C([H])([H])[H])[C@]12[H],1,6.0,8.17
[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H],1,4.0,5.46
[H]c1nnnc(F)n1,2,5.0,5.5
[H]OC([H])([H])C1=C([H])C([H])([H])N([H])C1=O,1,6.0,6.41
[H]C1=C([H])C([H])([H])N([H])C(=O)N1[H],2,5.0,6.2
[H]OC([H])([H])[C@@]1([H])C([H])([H])[C@@]1([H])O[H],1,3.0,6.31
[H]C([H])([H])C([H])([H])C([H])(C#N)C([H])([H])C([H])([H])[H],2,4.0,5.17
[H]C1([H])[N@@H+]2[C@]([H])([C@@]3([H])O[C@@]13[H])[C@]2([H])C([H])([H])[H],1,6.0,9.67
[H]/N=C(\C#N)N(C([H])([H])[H])C([H])([H])C([H])([H])[H],1,5.0,5.09
[H]OC([H])([H])[C@]1([H])N([H])[C@]1(C#N)C([H])([H])[H],1,5.0,6.5
[H]O[C@@]1([H])C([H])([H])[N@@H+]2[C@@]1([H])[C@]1([H])C([H])([H])[C@]21[H],1,5.0,9.67
[H]O[C@]1(C([H])([H])[H])C([H])([H])N([H])[C@@]1([H])C([H])=O,1,6.0,6.59
[H]OC([H])([H])[C@]12C([H])=C([H])[C@]([H])(C1([H])[H])C2([H])[H],1,6.0,8.17
[H]O[C@]1([H])[C@]2([H])N([H])[C@]2([H])[C@]1(O[H])C([H])([H])[H],1,5.0,8.09
[H]C1=C([H])C([H])([H])OC(C([H])([H])[H])=NC1([H])[H],1,6.0,6.59
[H]C(=O)[C@]1([H])N([H])C(=O)[C@@]1([H])C([H])([H])[H],1,5.0,6.41
[H]C#Cc1oc(C([H])([H])[H])c([H])c1[H],2,5.0,6.31
[H]O[C@]12[C@]3([H])OC([H])([H])[C@@]1([H])N([H])[C@@]32[H],1,5.0,9.41
[H]N([H])C(=O)C([H])([H])[N@@H+]1C([H])([H])[C@]1([H])C([H])([H])[H],1,5.0,6.75
[H]C#CC([H])([H])N([H])C(=O)N([H])C([H])([H])[H],2,5.0,5.0
[H]c1nn(C([H])([H])[H])c(N([H])[H])c1[H],2,6.0,6.31
[H]C(=O)[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]12[H],2,5.0,8.17
[H]C(=O)[C@]([H])(C([H])([H])[H])[C@@]1([H])N([H])[C@@]1([H])C([H])([H])[H],1,6.0,6.75
[H]N1C([H])([H])[C@@]2([H])OC([H])([H])[C@]1([H])C2=O,1,6.0,7.91
[H][N-][C+]([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])O[H],1,5.0,5.25
[H]OC([H])([H])[C@@]12C([H])=C([H])C([H])([H])[N@@H+]1C2([H])[H],1,6.0,8.17
[H]C([H])([H])[C@]1([H])C([H])([H])[C@]2([H])[C@]([H])(C([H])([H])[H])[C@]12[H],1,3.0,8.25
[H]N([H])[C@]1(C#N)[C@@]2([H])N([H])[C@]1([H])C2([H])[H],2,5.0,7.91
[H]C([H])([H])[C@]12O[C@@]1([H])C([H])([H])[N@H+]1C([H])([H])[C@]12[H],1,5.0,9.67
[H]c1nc([H])c(C#N)c([H])n1,4,6.0,5.96
[H]C([H])([H])O[C@@]1([H])C([H])([H])O[C@@]2([H])C([H])([H])[C@@]12[H],1,5.0,8.17
[H]N1C([H])([H])[C@]12C([H])([H])C([H])([H])[N@H+]1C([H])([H])[C@]12[H],1,4.0,9.75
[H]C#CC1(O[H])C([H])([H])C1([H])[H],1,4.0,6.08
[H]C#C[C@@](O[H])(C([H])([H])[H])[C@]([H])(O[H])C([H])([H])[H],1,4.0,5.17
[H]Oc1c(C#N)c([H])n([H])c1[H],2,5.0,6.08
[H]C1([H])[C@@]2([H])C([H])([H])[C@@]2([H])[C@@]1([H])[C@]1([H])OC1([H])[H],1,5.0,9.67
[H]C([H])([H])C#C[C@@]1([H])C([H])([H])[C@@]1([H])C#N,1,6.0,6.41
[H]N1C([H])([H])[C@]1([H])[C@@]12OC([H])([H])[C@]1([H])C2([H])[H],1,6.0,9.59
[H]C#CC([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],1,4.0,5.46
[H]C(=O)[C@]12[N@H+](C([H])([H])C1([H])[H])C2([H])[H],1,5.0,7.91
[H]N(C([H])([H])C([H])([H])[H])[C@]([H])(C#N)C([H])([H])[H],1,4.0,5.09
[H]C1([H])[N@@H+]2[C@]3(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])[C@]23[H],1,5.0,9.82
[H]C#C[C@]1([H])C([H])=C([H])C([H])([H])C([H])([H])C1([H])[H],1,5.0,6.67
[H]C#C[C@@]12C([H])([H])[C@@]3([H])C([H])([H])[C@]1([H])[C@]32[H],1,5.0,9.5
[H]C1=C([H])C([H])([H])[C@]2([H])OC([H])([H])[C@]2([H])C1([H])[H],1,5.0,8.17
[H]O[C@]1([H])C([H])([H])[C@@]12OC([H])([H])[C@]2([H])C([H])([H])[H],1,4.0,8.17
[H]N(C(=O)N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],1,5.0,5.32
[H]OC([H])([H])[C@@]12N([H])[C@]1([H])C([H])([H])[C@]2([H])C([H])([H])[H],1,5.0,8.25
[H]Oc1c(N([H])[H])oc(C([H])([H])[H])c1[H],2,5.0,6.41
[H]C(=O)OC(C#N)[NH2+]C([H])([H])[H],1,6.0,4.91
[H]OC([H])([H])[C@]1([H])C(=O)C([H])([H])OC1([H])[H],1,5.0,6.5
[H]C#C[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],1,4.0,6.31
[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])N([H])C([H])=O,1,6.0,5.25
[H]C1=C([H])[C@]2([H])C([H])=C([H])C([H])([H])[C@]2([H])C1([H])[H],1,5.0,8.17
[H]c1nc([H])c(C([H])([H])OC([H])([H])[H])o1,1,6.0,6.41
[H][N-]C1=C([H])[C-]([H])C2(O1)C([H])([H])C2([H])[H],2,7.0,7.91
[H][N-]C1OC([H])([H])[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],1,5.0,8.17
[H][N-]c1oc(=O)[c-]([H])c1N([H])[H],1,7.0,6.08
