point_group,order,max_rotation_order,confidence,tolerance_used,method,conformer_index,smiles,assembly_index
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1([H])C([H])([H])C([H])([H])O[C@]1([H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1([H])O[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])O1,6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])O[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1([H])C([H])([H])OC([H])([H])[C@@]1([H])O[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1([H])C([H])([H])C(=O)[C@@]1([H])C([H])([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])[C@@]1([H])C([H])([H])C(=O)[C@@]1([H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1([H])C(=O)C([H])([H])[C@]1([H])C([H])([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])N1C(=O)C([H])([H])[C@]1([H])C([H])([H])[H],6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])[N@@H+]1C([H])([H])C(=O)[C@@]1([H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N1C(=O)[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1([H])C(=O)N([H])[C@]1([H])C([H])([H])[H],6.31
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][N-]C1O[C@]([H])(C([H])([H])[H])[C@]1([H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][N-]C1O[C@]([H])(C([H])([H])[H])[C@]1([H])N([H])[H],6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][N-][C@@H]1O[C@]([H])(C([H])([H])[H])[C@]1([H])O[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])[C@]1([H])C(=O)O[C@]1([H])C([H])([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N([H])[C@]1([H])C(=O)O[C@]1([H])C([H])([H])[H],6.31
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1([H])C(=O)O[C@]1([H])C([H])([H])[H],6.2
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1([H])C([H])([H])C(=O)[C@@]1([H])O[H],6.2
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C([H])([H])[C@]1([H])C(=O)[C@]([H])(C([H])([H])[H])C1([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1([H])C(=O)[C@@]([H])(C([H])([H])[H])C1([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])N1C(=O)[C@@]([H])(C([H])([H])[H])C1([H])[H],6.5
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]N1[C@@]([H])(C([H])([H])[H])C(=O)[C@@]1([H])C([H])([H])[H],6.5
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C([H])([H])[C@@]1([H])O[C@@]([H])(C([H])([H])[H])C1=O,6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1([H])C(=O)N(C([H])([H])[H])C1([H])[H],6.31
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]O[C@@]1([H])C(=O)[C@@]([H])(O[H])C1([H])[H],6.2
Cs,2,1,0.73,0.5,pymatgen,2.0,[H]O[C@@]1([H])C([H])([H])[C@@]([H])(O[H])[C@@]1([H])C([H])([H])[H],6.59
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],6.89
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@]1([H])C([H])([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]1([H])O[H],6.59
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C([H])([H])[C@]1([H])[C@]([H])(C([H])([H])[H])O[C@]1([H])C([H])([H])[H],6.75
Cs,2,1,0.73,0.5,pymatgen,4.0,[H]O[C@]1([H])[C@]([H])(C([H])([H])[H])O[C@]1([H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1([H])[C@@]([H])(O[H])C([H])([H])[C@@]1([H])O[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1([H])C([H])([H])[C@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]12[H],8.25
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1([H])O[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]12[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])[C@@]12C([H])([H])O[C@]1([H])C([H])([H])C2([H])[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])[C@@]12OC([H])([H])[C@]1([H])OC2([H])[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]12C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C2([H])[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]12C([H])([H])O[C@]1([H])C([H])([H])C2([H])[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1([H])[C@]2([H])OC([H])([H])[C@@]21C([H])([H])[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1([H])[C@]2([H])C([H])([H])O[C@]12C([H])([H])[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])[C@@]1([H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]12C([H])([H])[H],8.25
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]12C([H])([H])C([H])([H])[C@]1([H])[C@]2([H])C([H])([H])[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])[C@@]1([H])[C@@]2([H])C([H])([H])O[C@@]12C([H])([H])[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])[C@@]1([H])[C@@]2([H])OC([H])([H])[C@]21C([H])([H])[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]12C([H])([H])O[C@]1([H])[C@]2([H])C([H])([H])[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1([H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]12O[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1([H])[C@@]2([H])OC([H])([H])[C@@]12O[H],7.7
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1=C([H])[C@]2([H])C([H])([H])[C@]2(C([H])([H])[H])C1([H])[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][C+]1[NH2+][C@]2([H])C([H])([H])[C@]2(C([H])([H])[H])O1,8.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1=C([H])[C@@]2([H])N([H])[C@@]2(C([H])([H])[H])C1([H])[H],8.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1=C([H])[C@@]2([H])O[C@@]2(C([H])([H])[H])C1([H])[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]12C([H])([H])C([H])=C([H])[C@]1([H])C2([H])[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1=C([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]2([H])C1([H])[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][C+]1[NH2+][C@@]2(C([H])([H])[H])C([H])([H])[C@@]2([H])O1,8.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1=C([H])[C@@]2(C([H])([H])[H])N([H])[C@@]2([H])C1([H])[H],8.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1=C([H])[C@@]2(C([H])([H])[H])O[C@@]2([H])C1([H])[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]12C([H])=C([H])C([H])([H])[C@]1([H])C2([H])[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1([H])C([H])([H])[C@]2([H])C([H])([H])[C@]2(C([H])([H])[H])C1([H])[H],8.25
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1([H])O[C@@]2(C([H])([H])[H])C([H])([H])[C@@]2([H])C1([H])[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1([H])OC([H])([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]12[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1([H])O[C@]2([H])C([H])([H])[C@]2(C([H])([H])[H])C1([H])[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1([H])O[C@@]2(C([H])([H])[H])C([H])([H])[C@@]2([H])O1,7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1([H])C([H])([H])[C@]2(C([H])([H])[H])O[C@]2([H])C1([H])[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N1[C@@]2(C([H])([H])[H])C([H])([H])OC([H])([H])[C@@]12[H],8.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])[C@@]12O[C@]1([H])C([H])([H])OC2([H])[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]12C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C2([H])[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]12C([H])([H])OC([H])([H])[C@]1([H])C2([H])[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]12C([H])([H])C([H])([H])O[C@]1([H])C2([H])[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])[C@@]12[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N1C(=O)[C@@]2(C([H])([H])[H])C([H])([H])[C@@]12[H],7.81
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][N-][C@H]1O[C@]2([H])C([H])([H])[C@]12C([H])([H])[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])[C@@]12C(=O)O[C@]1([H])C2([H])[H],7.7
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1([H])C(=O)[C@]2(C([H])([H])[H])[N@H+]1C2([H])[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N1[C@@]2([H])C([H])([H])C(=O)[C@@]12C([H])([H])[H],7.81
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1([H])C(=O)[C@@]2(C([H])([H])[H])O[C@@]12[H],7.7
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][N-][C@H]1O[C@]2([H])C([H])([H])[C@]12N([H])[H],7.81
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N([H])[C@@]12C(=O)O[C@]1([H])C2([H])[H],7.58
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]12C(=O)C([H])([H])[C@]1([H])C2([H])[H],7.7
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]12C(=O)N([H])[C@]1([H])C2([H])[H],7.58
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][N-]C1O[C@]2([H])C([H])([H])[C@]12O[H],7.7
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]12C(=O)O[C@]1([H])C2([H])[H],7.46
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1([H])C([H])([H])[C@]2([H])C([H])([H])[C@@]21C([H])([H])[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1([H])C([H])([H])[N@@H+]2C([H])([H])[C@@]21C([H])([H])[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1([H])C([H])([H])[C@]2([H])N([H])[C@@]21C([H])([H])[H],8.0
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1([H])C([H])([H])[C@]2([H])O[C@@]21C([H])([H])[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]12C([H])([H])[H],8.25
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]12C([H])([H])[C@]1([H])C([H])([H])[C@]2([H])C([H])([H])[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])O[C@@]12C([H])([H])[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])[C@@]12C([H])([H])[C@]1([H])O[C@]2([H])C([H])([H])[H],8.09
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]12C([H])([H])[C@]1([H])O[C@]2([H])C([H])([H])[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]12C([H])([H])[C@]1([H])C([H])([H])[C@]2([H])O[H],7.91
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C#CC([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C#CC([H])([H])[C@]1([H])OC([H])([H])C1([H])[H],6.41
Cs,2,1,0.73,0.5,pymatgen,1.0,[H]C#CC([H])([H])C1([H])C([H])([H])OC1([H])[H],6.41
Cs,2,1,0.73,0.5,pymatgen,1.0,[H]C([H])(C#N)C1([H])C([H])([H])C([H])([H])C1([H])[H],6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C1([H])O[C@@]([H])(C([H])([H])C#N)C1([H])[H],6.31
Cs,2,1,0.73,0.5,pymatgen,1.0,[H]C([H])(C#N)C1([H])C([H])([H])OC1([H])[H],6.31
Cs,2,1,0.73,0.5,pymatgen,1.0,[H]C([H])(C#N)[NH+]1C([H])([H])C([H])([H])C1([H])[H],6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][N-][C+]([H])OC1([H])C([H])([H])OC1([H])[H],6.31
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)C([H])([H])[C@]1([H])OC([H])([H])C1([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)C([H])([H])C1([H])C([H])([H])OC1([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)C([H])([H])[NH+]1C([H])([H])C([H])([H])C1([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)N([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)N([H])C1([H])C([H])([H])OC1([H])[H],6.31
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)OC1([H])C([H])([H])C([H])([H])C1([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)OC1([H])C([H])([H])OC1([H])[H],6.2
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C([H])([H])C#CC1([H])C([H])([H])C([H])([H])C1([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C#C[C@]1([H])OC([H])([H])C1([H])[H],6.41
Cs,2,1,0.73,0.5,pymatgen,2.0,[H]C([H])([H])C#CC1([H])C([H])([H])OC1([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C([H])([H])[NH2+]C1OC([H])([H])C1([H])[H],6.75
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],6.89
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C([H])([H])C([H])([H])[C@]1([H])OC([H])([H])C1([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])OC1([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C([H])([H])OC1([H])C([H])([H])C([H])([H])C1([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C([H])([H])OC1([H])C([H])([H])OC1([H])[H],6.59
Cs,2,1,0.73,0.5,pymatgen,1.0,[H]C([H])([H])OC([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])OC([H])([H])[C@]1([H])OC([H])([H])C1([H])[H],6.59
Cs,2,1,0.73,0.5,pymatgen,2.0,[H]C([H])([H])OC([H])([H])C1([H])C([H])([H])OC1([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C([H])([H])[C@]1([H])OC([H])([H])C1([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C([H])([H])C1([H])C([H])([H])OC1([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C#C[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1([H])C([H])([H])[C@]1([H])C#CC([H])([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C#C[C@]1([H])[N@H+](C([H])([H])[H])C1([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N1[C@]([H])(C#CC([H])([H])[H])[C@]1([H])C([H])([H])[H],6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C#C[C@@]1([H])O[C@@]1([H])C([H])([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C#CC([H])([H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])C#N,6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C#CC([H])([H])[N@@H+]1C([H])([H])[C@]1([H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])(C#N)[N@@H+]1C([H])([H])[C@]1([H])C([H])([H])[H],6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C#CC([H])([H])[C@]1([H])N([H])[C@]1([H])C([H])([H])[H],6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N1[C@@]([H])(C([H])([H])C#N)[C@@]1([H])C([H])([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C#CC([H])([H])[C@]1([H])O[C@]1([H])C([H])([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])(C#N)[C@]1([H])O[C@]1([H])C([H])([H])[H],6.31
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C#CC([H])([H])[C@@]1([H])[N@@H+](C([H])([H])[H])C1([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])[N@H+]1C([H])([H])[C@@]1([H])C([H])([H])C#N,6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C#CC([H])([H])[C@]1([H])C([H])([H])[C@]1([H])O[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])C#N,6.31
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)C([H])([H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)N([H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)O[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)C([H])([H])[N@@H+]1C([H])([H])[C@]1([H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)C([H])([H])[C@]1([H])N([H])[C@]1([H])C([H])([H])[H],6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)C([H])([H])[C@]1([H])O[C@]1([H])C([H])([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C(=O)C([H])([H])[C@@]1([H])[N@@H+](C([H])([H])[H])C1([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])=O,6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1([H])C([H])([H])[C@@]1([H])N([H])C([H])=O,6.31
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H][N-][C+]([H])O[C@]1([H])C([H])([H])[C@]1([H])O[H],6.31
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@@]1([H])C([H])([H])[C@@]1([H])OC([H])=O,6.2
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C([H])([H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C([H])([H])[N@@H+]1C([H])([H])[C@]1([H])C([H])([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C([H])([H])[C@]1([H])N([H])[C@]1([H])C([H])([H])[H],6.67
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C([H])([H])[C@]1([H])O[C@]1([H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H],6.89
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])[N@@H+]1C([H])([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[H],6.89
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])O[C@@]1([H])C([H])([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C([H])([H])C([H])([H])[N@H+]1C([H])([H])[C@@]1([H])C([H])([H])[H],6.89
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C([H])([H])O[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1([H])C([H])([H])[C@]1([H])OC([H])([H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C([H])([H])[C@@]1([H])[N@@H+](C([H])([H])[H])C1([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])OC([H])([H])[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]O[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])OC([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])OC([H])([H])[C@]1([H])[N@H+](C([H])([H])[H])C1([H])[H],6.75
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N1[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])OC([H])([H])[H],6.67
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])OC([H])([H])[C@@]1([H])O[C@@]1([H])C([H])([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[C@@]1([H])O[H],6.59
Cs,2,1,0.73,0.5,pymatgen,2.0,[H]C([H])([H])C(=O)C1([H])C([H])([H])C([H])([H])C1([H])[H],6.59
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C(=O)[C@]1([H])OC([H])([H])C1([H])[H],6.41
Cs,2,1,0.73,0.5,pymatgen,2.0,[H]C([H])([H])C(=O)C1([H])C([H])([H])OC1([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]C([H])([H])C(=O)N1C([H])([H])C([H])([H])C1([H])[H],6.5
Cs,2,1,0.73,0.5,pymatgen,3.0,[H]N([H])C(=O)C1([H])C([H])([H])C([H])([H])C1([H])[H],6.5
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N([H])C(=O)[C@]1([H])OC([H])([H])C1([H])[H],6.31
Cs,2,1,0.73,0.5,pymatgen,0.0,[H]N([H])C(=O)C1([H])C([H])([H])OC1([H])[H],6.31
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]N([H])C(=O)N1C([H])([H])C([H])([H])C1([H])[H],6.41
C1,1,1,0.6900000000000001,0.5,pymatgen,0.0,[H]OC(=O)[C@]1([H])N([H])C([H])([H])C1([H])[H],6.31
