mol_index,id,smiles,point_group,order,max_rotation_order,confidence,method,assembly_index,source,success
2123,gdb_2139,[H]C1=C([H])C([H])([H])C(=O)N1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
2124,gdb_2140,[H][N-]C1N(C([H])([H])[H])C([H])=NC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
2125,gdb_2141,[H]C1=NC([H])([H])C(=O)N1C([H])([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
2126,gdb_2142,[H]O[C@]1([H])C(=O)C([H])([H])C([H])=C1[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2127,gdb_2143,[H]O[C@]1([H])C(=O)N([H])C([H])=C1[H],C1,2,2,0.73,pymatgen,6.0,assembly_theory_exact,True
2128,gdb_2144,[H]C1=C([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1=O,C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2129,gdb_2145,[H]C1=C([H])C([H])([H])N(C([H])([H])[H])C1=O,Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2130,gdb_2146,[H]O[C@]1([H])C(=O)C([H])=C([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2131,gdb_2147,[H]O[C@]1([H])C([H])([H])C([H])=C([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2132,gdb_2148,[H]C1=C([H])[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2133,gdb_2149,[H]O[C@]1([H])C([H])=C([H])C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2134,gdb_2150,[H][C+]1[NH2+][C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])O1,C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
2135,gdb_2151,[H]O[C@@]1([H])C([H])([H])C([H])=C([H])[C@@]1([H])O[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2136,gdb_2152,[H]O[C@@]1([H])C(C([H])([H])[H])=C([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2137,gdb_2153,[H]C1=C(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2138,gdb_2154,[H]C1=C(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2139,gdb_2155,[H]C1([H])C(=O)[C@@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2140,gdb_2156,[H]N1C(=O)[C@@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2141,gdb_2157,[H][N-]C1OC([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2142,gdb_2158,[H]C1([H])OC(=O)[C@@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2143,gdb_2159,[H]C1([H])OC([H])([H])[C@]([H])(C([H])([H])[H])C1=O,C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2144,gdb_2160,[H]C1([H])O[C@]([H])(C([H])([H])[H])C(=O)C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2145,gdb_2161,[H][N-]C1OC([H])([H])O[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2146,gdb_2162,[H]C1([H])OC(=O)[C@@]([H])(C([H])([H])[H])O1,C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2147,gdb_2163,[H]C([H])([H])N1C(=O)C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2148,gdb_2164,[H]N1C(=O)N(C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2149,gdb_2165,[H]C([H])([H])N1C(=O)OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
2150,gdb_2166,[H]N([H])[C@]1([H])C(=O)OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2151,gdb_2167,[H]O[C@]1([H])C(=O)C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2152,gdb_2168,[H]O[C@]1([H])C(=O)N([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2153,gdb_2169,[H][N-]C1OC([H])([H])C([H])([H])[C@]1([H])O[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2154,gdb_2170,[H]O[C@]1([H])C(=O)OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2155,gdb_2171,[H]O[C@]1([H])C(=O)C([H])([H])N([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2156,gdb_2172,[H]O[C@]1([H])C(=O)C([H])([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2157,gdb_2173,[H]C1([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2158,gdb_2174,[H]O[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2159,gdb_2175,[H]C1([H])O[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2160,gdb_2176,[H]C([H])([H])[C@@]1([H])C([H])([H])OC([H])([H])[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2161,gdb_2177,[H]O[C@]1([H])C([H])([H])OC([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2162,gdb_2178,[H]O[C@]1([H])C([H])([H])C([H])([H])O[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2163,gdb_2179,[H]C1([H])O[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])O1,C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2164,gdb_2180,[H]O[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])O[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2165,gdb_2181,[H]O[C@@]1([H])C([H])([H])OC([H])([H])[C@@]1([H])O[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2166,gdb_2182,[H]O[C@@]1([H])C([H])([H])C(=O)[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2167,gdb_2183,[H]C([H])([H])[C@@]1([H])C([H])([H])C(=O)[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2168,gdb_2184,[H]O[C@]1([H])C(=O)C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2169,gdb_2185,[H]C([H])([H])N1C(=O)C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2170,gdb_2186,[H]C([H])([H])[N@@H+]1C([H])([H])C(=O)[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2171,gdb_2187,[H]N1C(=O)[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2172,gdb_2188,[H]O[C@]1([H])C(=O)N([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2173,gdb_2189,[H][N-]C1O[C@]([H])(C([H])([H])[H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2174,gdb_2190,[H][N-]C1O[C@]([H])(C([H])([H])[H])[C@]1([H])N([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2175,gdb_2191,[H][N-][C@@H]1O[C@]([H])(C([H])([H])[H])[C@]1([H])O[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2176,gdb_2192,[H]C([H])([H])[C@]1([H])C(=O)O[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2177,gdb_2193,[H]N([H])[C@]1([H])C(=O)O[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2178,gdb_2194,[H]O[C@]1([H])C(=O)O[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2179,gdb_2195,[H]O[C@@]1([H])C([H])([H])C(=O)[C@@]1([H])O[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2180,gdb_2196,[H]C([H])([H])[C@]1([H])C(=O)[C@]([H])(C([H])([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2181,gdb_2197,[H]O[C@@]1([H])C(=O)[C@@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2182,gdb_2198,[H]C([H])([H])N1C(=O)[C@@]([H])(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2183,gdb_2199,[H]N1[C@@]([H])(C([H])([H])[H])C(=O)[C@@]1([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2184,gdb_2200,[H]C([H])([H])[C@@]1([H])O[C@@]([H])(C([H])([H])[H])C1=O,Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2185,gdb_2201,[H]O[C@@]1([H])C(=O)N(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2186,gdb_2202,[H]O[C@@]1([H])C(=O)[C@@]([H])(O[H])C1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2187,gdb_2203,[H]O[C@@]1([H])C([H])([H])[C@@]([H])(O[H])[C@@]1([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2188,gdb_2204,[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2189,gdb_2205,[H]O[C@@]1([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2190,gdb_2206,[H]O[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2191,gdb_2207,[H]O[C@@]1([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]1([H])O[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2192,gdb_2208,[H]C([H])([H])[C@]1([H])[C@]([H])(C([H])([H])[H])O[C@]1([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2193,gdb_2209,[H]O[C@]1([H])[C@]([H])(C([H])([H])[H])O[C@]1([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2194,gdb_2210,[H]O[C@@]1([H])[C@@]([H])(O[H])C([H])([H])[C@@]1([H])O[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2195,gdb_2211,[H]C1([H])C([H])([H])[C@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
2196,gdb_2212,[H]C1([H])O[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2197,gdb_2213,[H]C([H])([H])[C@@]12C([H])([H])O[C@]1([H])C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2198,gdb_2214,[H]C([H])([H])[C@@]12OC([H])([H])[C@]1([H])OC2([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
2199,gdb_2215,[H]O[C@]12C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2200,gdb_2216,[H]O[C@@]12C([H])([H])O[C@]1([H])C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2201,gdb_2217,[H]O[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2202,gdb_2218,[H]O[C@]1([H])[C@]2([H])OC([H])([H])[C@@]21C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2203,gdb_2219,[H]O[C@]1([H])[C@]2([H])C([H])([H])O[C@]12C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2204,gdb_2220,[H]C([H])([H])[C@@]1([H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]12C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
2205,gdb_2221,[H]O[C@@]12C([H])([H])C([H])([H])[C@]1([H])[C@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2206,gdb_2222,[H]C([H])([H])[C@@]1([H])[C@@]2([H])C([H])([H])O[C@@]12C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2207,gdb_2223,[H]C([H])([H])[C@@]1([H])[C@@]2([H])OC([H])([H])[C@]21C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2208,gdb_2224,[H]O[C@@]12C([H])([H])O[C@]1([H])[C@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2209,gdb_2225,[H]O[C@@]1([H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]12O[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2210,gdb_2226,[H]O[C@@]1([H])[C@@]2([H])OC([H])([H])[C@@]12O[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
2211,gdb_2227,[H]C1=C([H])[C@]2([H])C([H])([H])[C@]2(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2212,gdb_2228,[H][C+]1[NH2+][C@]2([H])C([H])([H])[C@]2(C([H])([H])[H])O1,C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
2213,gdb_2229,[H]C1=C([H])[C@@]2([H])N([H])[C@@]2(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2214,gdb_2230,[H]C1=C([H])[C@@]2([H])O[C@@]2(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2215,gdb_2231,[H]O[C@@]12C([H])([H])C([H])=C([H])[C@]1([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2216,gdb_2232,[H]C1=C([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2217,gdb_2233,[H][C+]1[NH2+][C@@]2(C([H])([H])[H])C([H])([H])[C@@]2([H])O1,C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
2218,gdb_2234,[H]C1=C([H])[C@@]2(C([H])([H])[H])N([H])[C@@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2219,gdb_2235,[H]C1=C([H])[C@@]2(C([H])([H])[H])O[C@@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2220,gdb_2236,[H]O[C@@]12C([H])=C([H])C([H])([H])[C@]1([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2221,gdb_2237,[H]C1([H])C([H])([H])[C@]2([H])C([H])([H])[C@]2(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
2222,gdb_2238,[H]C1([H])O[C@@]2(C([H])([H])[H])C([H])([H])[C@@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2223,gdb_2239,[H]C1([H])OC([H])([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2224,gdb_2240,[H]C1([H])O[C@]2([H])C([H])([H])[C@]2(C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2225,gdb_2241,[H]C1([H])O[C@@]2(C([H])([H])[H])C([H])([H])[C@@]2([H])O1,C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2226,gdb_2242,[H]C1([H])C([H])([H])[C@]2(C([H])([H])[H])O[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2227,gdb_2243,[H]N1[C@@]2(C([H])([H])[H])C([H])([H])OC([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2228,gdb_2244,[H]C([H])([H])[C@@]12O[C@]1([H])C([H])([H])OC2([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
2229,gdb_2245,[H]O[C@@]12C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2230,gdb_2246,[H]O[C@@]12C([H])([H])OC([H])([H])[C@]1([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2231,gdb_2247,[H]O[C@@]12C([H])([H])C([H])([H])O[C@]1([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2232,gdb_2248,[H]C1([H])C(=O)[C@@]2(C([H])([H])[H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2233,gdb_2249,[H]N1C(=O)[C@@]2(C([H])([H])[H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2234,gdb_2250,[H][N-][C@H]1O[C@]2([H])C([H])([H])[C@]12C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2235,gdb_2251,[H]C([H])([H])[C@@]12C(=O)O[C@]1([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2236,gdb_2252,[H]C1([H])C(=O)[C@]2(C([H])([H])[H])[N@H+]1C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2237,gdb_2253,[H]N1[C@@]2([H])C([H])([H])C(=O)[C@@]12C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2238,gdb_2254,[H]C1([H])C(=O)[C@@]2(C([H])([H])[H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2239,gdb_2255,[H][N-][C@H]1O[C@]2([H])C([H])([H])[C@]12N([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2240,gdb_2256,[H]N([H])[C@@]12C(=O)O[C@]1([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2241,gdb_2257,[H]O[C@@]12C(=O)C([H])([H])[C@]1([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2242,gdb_2258,[H]O[C@@]12C(=O)N([H])[C@]1([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2243,gdb_2259,[H][N-]C1O[C@]2([H])C([H])([H])[C@]12O[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2244,gdb_2260,[H]O[C@@]12C(=O)O[C@]1([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2245,gdb_2261,[H]O[C@]1([H])C([H])([H])[C@]2([H])C([H])([H])[C@@]21C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2246,gdb_2262,[H]O[C@]1([H])C([H])([H])[N@@H+]2C([H])([H])[C@@]21C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2247,gdb_2263,[H]O[C@]1([H])C([H])([H])[C@]2([H])N([H])[C@@]21C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2248,gdb_2264,[H]O[C@]1([H])C([H])([H])[C@]2([H])O[C@@]21C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2249,gdb_2265,[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]12C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
2250,gdb_2266,[H]O[C@@]12C([H])([H])[C@]1([H])C([H])([H])[C@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2251,gdb_2267,[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]2([H])O[C@@]12C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2252,gdb_2268,[H]C([H])([H])[C@@]12C([H])([H])[C@]1([H])O[C@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2253,gdb_2269,[H]O[C@@]12C([H])([H])[C@]1([H])O[C@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2254,gdb_2270,[H]O[C@@]12C([H])([H])[C@]1([H])C([H])([H])[C@]2([H])O[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2255,gdb_2271,[H]C#CC([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2256,gdb_2272,[H]C#CC([H])([H])[C@]1([H])OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2257,gdb_2273,[H]C#CC([H])([H])C1([H])C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2258,gdb_2274,[H]C([H])(C#N)C1([H])C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2259,gdb_2275,[H]C1([H])O[C@@]([H])(C([H])([H])C#N)C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2260,gdb_2276,[H]C([H])(C#N)C1([H])C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2261,gdb_2277,[H]C([H])(C#N)[NH+]1C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2262,gdb_2278,[H][N-][C+]([H])OC1([H])C([H])([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2263,gdb_2279,[H]C(=O)C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2264,gdb_2280,[H]C(=O)C([H])([H])[C@]1([H])OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2265,gdb_2281,[H]C(=O)C([H])([H])C1([H])C([H])([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2266,gdb_2282,[H]C(=O)C([H])([H])[NH+]1C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2267,gdb_2283,[H]C(=O)N([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2268,gdb_2284,[H]C(=O)N([H])C1([H])C([H])([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2269,gdb_2285,[H]C(=O)OC1([H])C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2270,gdb_2286,[H]C(=O)OC1([H])C([H])([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2271,gdb_2287,[H]C([H])([H])C#CC1([H])C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2272,gdb_2288,[H]C([H])([H])C#C[C@]1([H])OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2273,gdb_2289,[H]C([H])([H])C#CC1([H])C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2274,gdb_2290,[H]C([H])([H])C([H])([H])[NH2+]C1OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2275,gdb_2291,[H]C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
